shipment_id,region,transport_mode,carrier,month,shipment_volume,distance_km,delivery_time_days,transport_cost,weather_delay_days,handling_hours,on_time
S0293,West,Road,Carrier B,Mar,64,195.2,1.98,276.27,0.0,3.4823862373324523,1
S0294,North,Road,Carrier B,Jan,66,457.1,1.67,400.05,0.0,1.1634897976249272,1
S0295,West,Road,Carrier B,Jun,107,662.5,3.13,521.56,0.0,2.2094655502770806,1
S0296,West,Road,Carrier B,Apr,96,270.2,1.98,233.92,0.0,3.981072798691833,1
S0297,West,Road,Carrier A,Jan,123,733.3,2.93,550.39,0.0,1.2625780709378893,1
S0298,West,Road,Carrier A,Oct,137,119.4,1.97,165.4,0.0,4.117574196933155,1
S0299,East,Rail,Carrier C,Aug,54,354.7,2.63,197.99,0.0,4.511136566359134,1
S0300,East,Rail,Carrier B,Nov,82,361.8,2.18,252.93,0.0,2.6305446621762516,1
S0301,East,Rail,Carrier A,Jun,51,403.8,2.75,276.99,0.0,3.2918127674263102,1
S0302,North,Road,Carrier B,Jun,61,297.9,3.25,312.09,0.0,4.119087084851026,1
S0303,East,Air,Carrier C,Nov,64,341.3,1.73,658.53,0.4,2.5332108119564802,0
S0304,South,Road,Carrier A,Jan,54,116.9,2.12,188.9,0.0,3.8677755205261812,1
S0305,West,Road,Carrier D,May,54,621.5,3.41,414.65,0.0,2.3288512048693284,1
S0306,South,Road,Carrier D,Oct,76,493.7,2.32,382.29,0.0,2.522397706666821,1
S0307,South,Rail,Carrier C,Apr,50,331.9,1.76,165.78,0.0,2.200663535675026,1
S0308,East,Road,Carrier C,Nov,101,501.4,3.03,338.2,0.0,3.3426471991948032,1
S0309,North,Road,Carrier A,Apr,57,634.5,3.02,500.29,0.0,4.15796905256555,1
S0310,North,Air,Carrier D,May,150,399.8,2.33,795.94,0.0,2.815887067882836,0
S0311,South,Road,Carrier B,Nov,69,900.0,4.39,642.08,0.9,1.7287508400875968,1
S0312,South,Road,Carrier D,Mar,82,422.8,1.45,380.71,0.0,1.9172931777131843,1
S0313,North,Air,Carrier C,Dec,48,133.4,1.22,302.58,0.0,3.3945994213705406,1
S0314,South,Road,Carrier A,Jan,123,320.1,2.91,346.58,0.0,4.84411641339427,1
S0315,South,Road,Carrier A,Apr,108,514.5,2.47,396.17,0.0,3.3937249993143976,1
S0316,South,Air,Carrier C,Aug,87,634.9,2.3,1036.11,0.0,2.6131034493487473,1
S0317,South,Air,Carrier B,Aug,46,302.5,1.38,579.87,0.0,3.766183966850284,1
S0318,East,Road,Carrier A,Nov,85,124.5,0.9,161.27,0.0,2.7605013644132534,1
S0319,South,Rail,Carrier C,Dec,52,225.5,1.87,163.09,0.0,2.6217147826357934,1
S0320,West,Road,Carrier D,Sep,117,80.5,1.28,228.34,0.0,2.0415408943047364,1
S0321,West,Road,Carrier B,Aug,100,452.7,3.52,335.84,0.9,4.408448844246356,1
S0322,South,Road,Carrier B,Apr,82,193.3,1.84,213.95,0.0,1.0,1
S0323,South,Road,Carrier A,Oct,20,151.8,1.43,140.81,0.0,3.7978592002792695,1
S0324,East,Rail,Carrier C,Aug,55,482.7,3.94,317.82,0.9,2.5362550622024633,1
S0325,West,Rail,Carrier B,Jan,97,723.8,3.8,410.34,0.0,2.5896592685483872,1
S0326,East,Road,Carrier D,Oct,110,151.2,1.46,234.4,0.0,4.692315156117813,1
S0327,West,Road,Carrier B,May,108,303.9,1.39,254.12,0.0,2.285868907799949,1
S0328,East,Road,Carrier B,Jun,40,232.8,2.15,190.91,0.4,2.31993084597159,1
S0329,East,Air,Carrier A,Jun,88,654.1,2.74,1164.94,0.0,2.8696057610804697,1
S0330,South,Road,Carrier A,Oct,105,253.3,2.55,328.72,0.0,3.4138473858122382,0
S0331,East,Road,Carrier C,Apr,39,114.4,1.88,167.57,0.9,2.5581442177071305,1
S0332,North,Road,Carrier B,May,80,262.4,0.68,212.22,0.0,1.4261410694641146,1
S0333,East,Road,Carrier B,Jan,87,567.0,4.27,441.47,0.9,2.1343018191182344,1
S0334,West,Rail,Carrier D,May,72,222.5,2.73,283.18,0.4,4.281333856464519,1
S0335,North,Rail,Carrier D,Feb,34,164.6,2.69,155.28,0.4,3.0747767891355116,0
S0336,East,Road,Carrier D,Jul,72,244.9,1.81,299.51,0.0,3.451087283703822,1
S0337,North,Rail,Carrier A,Nov,72,117.7,1.54,114.66,0.0,2.7385787928269623,1
S0338,East,Air,Carrier C,Jun,76,232.5,1.57,489.86,0.0,2.3405023038267303,1
S0339,North,Road,Carrier D,Nov,66,174.9,1.84,237.94,0.0,4.677569449875411,1
S0340,West,Road,Carrier B,Dec,69,900.0,3.69,635.19,0.0,2.8118081429489195,1
S0341,North,Road,Carrier A,Jan,79,40.5,1.61,97.86,0.4,2.556630120472873,1
S0342,West,Rail,Carrier C,Jul,91,132.9,2.14,136.55,0.0,4.096142366355339,1
S0343,West,Road,Carrier B,Jul,72,164.5,1.68,225.74,0.0,2.2776396411326147,1
S0344,East,Road,Carrier B,May,70,118.4,1.89,206.42,0.0,2.4052726562260034,1
S0345,West,Road,Carrier D,Oct,82,357.2,2.05,366.63,0.0,3.010246684016898,1
S0346,West,Air,Carrier C,May,32,149.0,0.82,389.78,0.0,3.00027010408818,1
S0347,West,Road,Carrier B,Jan,92,72.2,2.34,159.56,0.0,3.2596113479032143,1
S0348,North,Rail,Carrier B,Jul,80,284.7,2.99,223.02,0.4,5.091669089395488,1
S0349,East,Road,Carrier B,Mar,81,212.8,1.45,279.75,0.0,3.3362482463523704,1
S0350,North,Air,Carrier A,May,104,154.9,0.88,419.44,0.0,1.0,1
S0351,East,Road,Carrier C,Jul,31,643.5,3.17,426.8,0.0,3.326298943431561,1
S0352,North,Road,Carrier D,Sep,31,365.6,2.25,261.23,0.0,3.037879994489599,1
S0353,East,Air,Carrier A,Apr,87,337.7,2.16,682.24,0.4,3.0434500243514577,1
S0354,East,Air,Carrier B,May,80,371.2,2.14,702.69,0.4,3.2459473093961706,1
S0355,South,Road,Carrier D,Jan,84,358.1,2.38,313.79,0.0,2.9713217123252007,1
S0356,East,Road,Carrier A,May,68,221.2,1.42,265.92,0.4,2.947387906944611,1
S0357,East,Rail,Carrier B,Jul,97,150.3,2.44,196.18,0.0,3.613044209770786,1
S0358,West,Air,Carrier B,Aug,103,289.3,1.35,651.85,0.0,2.457919202805499,1
S0359,South,Road,Carrier C,Apr,92,218.1,2.23,161.01,0.4,2.0523136643608244,1
S0360,East,Road,Carrier A,Jan,73,39.8,1.5,161.83,0.0,6.023781452622391,1
S0361,West,Rail,Carrier C,Jul,27,109.5,0.99,143.76,0.0,2.2841425562187667,1
S0362,North,Rail,Carrier B,Aug,99,197.4,1.64,131.84,0.0,3.1001429124600763,1
S0363,North,Rail,Carrier C,Feb,111,489.7,3.15,273.68,0.0,1.5043397491246326,1
S0364,North,Road,Carrier A,Jul,96,290.2,1.82,252.27,0.0,3.116468415051422,1
S0365,East,Road,Carrier B,Feb,58,128.7,1.6,163.37,0.0,2.066774449310665,0
S0366,South,Air,Carrier B,Jun,97,101.1,1.08,378.41,0.0,2.557527057149989,1
S0367,East,Air,Carrier A,Aug,102,560.2,1.79,1089.97,0.0,4.045064665771124,1
S0368,East,Rail,Carrier A,Sep,119,229.1,2.2,179.41,0.4,3.472009568378074,1
S0369,South,Road,Carrier A,Sep,58,30.0,1.82,137.31,0.0,3.568409524574819,0
S0370,West,Road,Carrier B,Oct,74,240.2,1.36,246.01,0.4,1.2287951616081372,1
S0371,East,Rail,Carrier A,Mar,99,421.1,2.92,307.89,0.0,4.836895169829013,1
S0372,North,Road,Carrier D,Nov,81,98.3,0.67,166.27,0.0,1.808118689058125,1
S0373,South,Air,Carrier B,May,52,274.5,1.27,558.07,0.0,4.528560814293865,1
S0374,South,Road,Carrier C,May,90,293.5,2.35,348.29,0.4,4.021543865981486,1
S0375,North,Rail,Carrier D,Oct,94,103.8,1.18,187.55,0.0,3.57733274178468,1
S0376,North,Air,Carrier A,Apr,82,593.9,1.9,993.4,0.4,2.1450152190916185,1
S0377,West,Road,Carrier C,Jan,85,297.2,1.47,309.29,0.0,3.1515898448195228,1
S0378,South,Road,Carrier D,Sep,74,196.6,1.17,244.1,0.0,2.52907858935514,1
S0379,South,Road,Carrier C,Aug,117,230.2,2.3,265.94,0.0,3.029039571505292,1
S0380,East,Road,Carrier B,Jul,57,86.4,1.61,183.4,0.0,2.75012774091444,1
S0381,East,Road,Carrier B,Feb,65,83.0,1.2,136.02,0.0,1.0,0
S0382,West,Road,Carrier A,Aug,80,182.5,1.5,228.56,0.0,4.121784150984588,1
S0383,West,Air,Carrier B,Mar,102,191.6,0.83,468.13,0.0,2.9188928434506387,1
S0384,South,Road,Carrier D,Jul,43,218.9,0.91,142.02,0.0,2.515199600497763,1
S0385,South,Road,Carrier D,Jul,47,628.3,2.77,448.3,0.0,2.439672767170232,1
S0386,West,Road,Carrier A,Oct,29,405.8,2.67,299.38,0.0,3.3584595763667684,0
S0387,East,Road,Carrier C,Dec,81,47.5,1.31,84.0,0.0,2.106243661705528,1
S0388,West,Road,Carrier B,Mar,52,552.0,2.59,446.19,0.0,1.0,1
S0389,North,Road,Carrier D,Feb,70,181.4,1.55,227.92,0.0,3.407129803208276,1
S0390,West,Rail,Carrier A,Jul,97,432.6,2.53,285.61,0.0,3.519102997956822,1
S0391,East,Road,Carrier D,Dec,64,193.0,1.64,189.26,0.0,2.800368175322367,1
S0392,North,Air,Carrier D,Feb,86,283.7,1.48,583.73,0.4,1.8520971248099911,1
S0393,East,Road,Carrier A,Jun,73,92.7,2.28,191.93,0.0,3.088935540889285,1
S0394,East,Road,Carrier A,May,97,330.0,1.02,262.02,0.0,1.5354676316864113,1
S0395,North,Rail,Carrier D,Apr,92,466.1,2.97,285.05,0.4,1.9727694033123406,1
S0396,South,Air,Carrier A,Aug,63,58.0,1.49,248.88,0.0,2.249302063495839,1
S0397,West,Road,Carrier B,Apr,76,471.0,2.27,316.94,0.0,3.843939070891556,1
S0398,South,Road,Carrier D,Jun,106,149.8,2.25,198.13,0.9,2.6373890495630827,1
S0399,South,Road,Carrier B,Nov,90,760.4,3.96,531.78,0.9,2.5521335882235396,1
S0400,South,Road,Carrier B,May,45,438.0,2.58,357.85,0.0,4.954692515411246,1
S0401,South,Road,Carrier B,Jan,96,387.9,1.61,322.92,0.0,3.352462497188714,1
S0402,West,Road,Carrier A,Nov,53,231.2,2.06,236.22,0.0,3.338994510474826,1
S0403,West,Road,Carrier D,Apr,115,900.0,4.83,706.3,0.9,2.630299254791225,0
S0404,North,Road,Carrier B,Oct,106,182.3,2.58,205.55,0.9,2.403628332363222,1
S0405,West,Air,Carrier A,Oct,87,111.7,0.7,322.59,0.0,1.0,1
S0406,West,Rail,Carrier A,Jul,84,154.2,1.96,240.33,0.0,3.968740531923558,1
S0407,South,Road,Carrier D,Feb,75,522.9,2.34,391.57,0.0,3.448309705756379,1
S0408,West,Road,Carrier A,Dec,97,279.8,1.81,336.93,0.0,2.8208340067865865,1
S0409,North,Road,Carrier D,Sep,71,250.7,2.68,246.18,0.0,2.862773298163744,1
S0410,West,Road,Carrier C,Jun,86,184.4,1.98,284.06,0.0,3.736144262261055,1
S0411,East,Rail,Carrier D,Nov,102,241.1,1.6,215.79,0.0,1.445289926920147,1
S0412,East,Air,Carrier D,Oct,66,174.5,1.25,406.21,0.0,2.4101186684461946,1
S0413,North,Air,Carrier D,Oct,65,413.0,0.97,739.92,0.0,1.8636971371074695,1
S0414,West,Air,Carrier D,Mar,50,215.1,1.5,437.79,0.0,4.771509282486746,1
S0415,North,Air,Carrier A,Aug,53,156.6,1.22,370.91,0.0,3.8756555318533006,1
S0416,North,Air,Carrier C,Apr,34,494.2,1.13,852.74,0.0,1.0,1
S0417,North,Road,Carrier B,Jan,98,114.9,2.19,165.72,0.9,1.4862383733600244,0
S0418,East,Road,Carrier B,May,125,282.7,2.11,276.19,0.0,2.867654326642514,1
S0419,North,Road,Carrier D,Feb,116,39.5,1.24,130.6,0.0,2.5275597879275753,1
S0420,West,Road,Carrier D,Feb,39,76.6,0.6,155.63,0.0,1.6756177919231117,1
S0421,East,Road,Carrier C,Sep,98,197.6,1.89,288.15,0.0,4.944762237650489,1
S0422,North,Rail,Carrier B,Jul,116,172.0,1.83,158.37,0.0,3.312539913982579,0
S0423,North,Road,Carrier B,May,69,171.7,1.68,181.44,0.0,3.4748163228630915,1
S0424,North,Road,Carrier B,Mar,83,440.7,2.31,369.52,0.0,2.307985050767786,1
S0425,East,Road,Carrier B,Oct,30,458.1,2.69,410.26,0.0,3.7222741471780023,1
S0426,West,Road,Carrier B,Aug,87,322.8,1.89,332.45,0.0,2.619567239017988,1
S0427,North,Road,Carrier A,Aug,53,109.6,1.25,111.46,0.0,2.7166568262925006,1
S0428,West,Air,Carrier A,Mar,85,239.7,2.11,513.81,0.0,3.61100195982526,0
S0429,North,Road,Carrier C,Feb,41,829.3,3.22,522.98,0.0,1.3710024349397003,1
S0430,West,Rail,Carrier B,Feb,94,900.0,5.32,481.28,0.0,4.597027859850982,1
S0431,West,Road,Carrier D,Jan,106,497.4,2.76,462.81,0.0,3.1823892147238757,1
S0432,East,Road,Carrier C,Dec,60,113.4,1.46,124.71,0.0,4.280944208780424,1
S0433,East,Road,Carrier A,May,52,241.3,1.04,167.45,0.0,1.9245802433811816,1
S0434,West,Rail,Carrier A,Aug,26,308.0,1.62,171.18,0.0,2.076834875971807,1
S0435,North,Rail,Carrier A,Dec,73,276.0,2.65,208.93,0.9,1.8380997784001878,1
S0436,North,Road,Carrier D,Dec,65,532.0,3.91,431.84,0.9,3.2502976726648387,1
S0437,North,Air,Carrier A,Apr,41,427.8,2.93,764.53,0.9,3.065983301918246,0
S0438,South,Road,Carrier B,Jun,91,108.1,1.85,209.89,0.0,2.5355881807688196,1
S0439,East,Air,Carrier D,Jun,69,159.7,0.95,311.26,0.0,1.9859308071147206,1
S0440,East,Road,Carrier D,Jan,53,496.0,1.88,412.13,0.0,1.7334037302691576,1
S0441,West,Road,Carrier A,Oct,66,641.7,2.32,460.55,0.0,2.951516099529344,1
S0442,North,Rail,Carrier A,Jul,107,310.7,2.19,255.52,0.0,2.5344132204114,1
S0443,East,Road,Carrier A,May,95,693.3,2.88,461.52,0.0,2.314393007641738,1
S0444,North,Road,Carrier A,Jul,77,286.2,2.44,284.43,0.0,4.547089486131609,1
S0445,North,Road,Carrier A,Sep,95,125.4,2.31,192.16,0.0,2.917674321807266,1
S0446,East,Road,Carrier B,Jan,51,402.0,3.22,378.46,0.0,4.270042933926925,1
S0447,West,Rail,Carrier D,Aug,81,900.0,4.6,412.05,0.0,2.4667478173173034,1
S0448,East,Air,Carrier B,Nov,84,87.1,1.22,294.06,0.0,3.244776283798657,1
S0449,North,Air,Carrier C,Sep,68,676.6,2.23,1107.04,0.4,2.944523983743665,1
S0450,East,Road,Carrier A,Aug,91,386.8,1.89,336.98,0.0,1.3023776904818773,1
S0451,North,Road,Carrier C,Feb,60,152.0,1.85,225.42,0.0,4.428338306263913,1
S0452,West,Road,Carrier C,Sep,93,40.6,1.32,178.44,0.0,2.8648463929675843,1
S0453,East,Road,Carrier D,Oct,94,30.0,2.02,116.87,0.0,3.7464182196329605,1
S0454,North,Road,Carrier D,Jun,20,171.5,1.21,205.55,0.0,2.247971277538441,1
S0455,North,Air,Carrier B,Jul,110,344.7,2.06,745.77,0.0,2.8351556184202353,1
S0456,North,Air,Carrier A,Aug,20,472.3,1.7,726.64,0.0,2.133147640076645,1
S0457,West,Rail,Carrier A,Feb,65,545.9,3.12,352.18,0.0,4.235998482763393,1
S0458,South,Road,Carrier B,Apr,106,323.8,2.31,340.67,0.0,3.3114093474506756,1
S0459,West,Road,Carrier D,Oct,72,289.4,2.37,264.34,0.4,3.367053526680888,1
S0460,East,Road,Carrier B,Dec,43,202.8,2.64,177.53,0.0,4.3581841471049785,0
S0461,East,Road,Carrier C,Apr,53,350.6,2.3,341.02,0.0,4.156341296899023,1
S0462,North,Road,Carrier B,May,106,153.9,2.12,170.69,0.0,3.765342536136285,1
S0463,West,Road,Carrier A,Nov,32,91.5,1.03,119.47,0.0,1.5782726529625373,1
S0464,South,Road,Carrier B,Feb,108,276.7,1.47,270.18,0.0,2.304320880483316,1
S0465,East,Air,Carrier C,Apr,79,448.5,0.93,835.95,0.0,1.9961118639886473,1
S0466,East,Road,Carrier C,Jan,50,74.1,1.99,120.59,0.0,3.7275336936257992,0
S0467,East,Air,Carrier B,Mar,65,171.5,1.83,372.84,0.0,3.1706519417500516,1
S0468,West,Road,Carrier A,Aug,55,269.3,2.08,242.24,0.0,1.6094875663694053,1
S0469,North,Road,Carrier C,May,102,265.2,2.75,302.18,0.0,2.8112557869887724,1
S0470,South,Road,Carrier A,Dec,98,379.8,2.74,400.06,0.4,1.5058876642812216,1
S0471,South,Road,Carrier D,Nov,37,814.3,4.17,506.59,0.4,2.9468435119302403,1
S0472,South,Road,Carrier A,Nov,70,30.0,1.46,114.94,0.9,1.3446274960128153,1
S0473,North,Road,Carrier A,Sep,58,837.7,4.5,548.96,0.0,3.528827493384613,1
S0474,North,Air,Carrier B,Sep,112,791.3,2.38,1401.34,0.0,3.3779626260340736,1
S0475,North,Road,Carrier B,Jul,46,477.5,2.79,352.59,0.0,4.907948493346882,0
S0476,South,Road,Carrier B,Dec,120,306.6,2.59,284.25,0.4,3.8478732894973424,0
S0477,South,Road,Carrier B,Feb,79,156.4,1.57,171.46,0.0,2.5770857441774973,1
S0478,East,Road,Carrier D,Sep,51,473.6,2.15,372.8,0.0,3.818070093274486,1
S0479,East,Road,Carrier B,Feb,63,317.9,1.81,281.57,0.0,1.6023361190548215,1
S0480,South,Road,Carrier B,May,60,206.1,1.36,225.01,0.0,2.0375273963189144,1
S0481,South,Air,Carrier B,Apr,48,465.5,2.27,814.68,0.0,3.33314253207511,1
S0482,North,Rail,Carrier A,Aug,82,519.9,2.56,249.36,0.0,1.0,1
S0483,East,Rail,Carrier C,Oct,49,638.5,3.61,378.59,0.0,2.962839215066117,1
S0484,South,Road,Carrier A,Jan,25,142.4,1.4,154.06,0.4,1.9797367078815793,0
S0485,North,Road,Carrier C,Aug,71,585.7,2.89,483.1,0.0,3.1013070551532635,1
S0486,South,Air,Carrier A,Mar,35,209.1,2.14,384.27,0.4,1.9222636419527366,1
S0487,South,Road,Carrier D,Jan,61,307.2,2.63,223.53,0.0,3.424248137455189,1
S0488,North,Road,Carrier B,Jun,57,350.8,2.46,298.39,0.0,3.0193274236673897,1
S0489,East,Road,Carrier D,Jul,58,554.9,3.11,476.16,0.0,4.400365916881331,1
S0490,East,Rail,Carrier B,Mar,130,433.9,3.24,298.2,0.4,3.0067345341016223,1
S0491,East,Rail,Carrier A,May,81,203.5,1.96,167.57,0.0,2.231357195038534,0
S0492,East,Rail,Carrier D,Dec,86,30.0,0.76,77.85,0.0,2.753114144172717,1
S0493,East,Rail,Carrier C,May,36,376.7,2.31,289.62,0.0,1.6557636029832685,1
S0494,South,Road,Carrier C,Dec,64,298.2,1.83,239.46,0.0,3.40613725470544,1
S0495,West,Air,Carrier B,Nov,85,86.0,2.05,270.15,0.0,3.5898502463152724,1
S0496,East,Road,Carrier C,May,54,324.0,3.11,324.77,0.0,5.469196036692818,1
S0497,South,Rail,Carrier D,Jul,103,266.8,3.17,144.01,0.9,2.3781640093955954,1
S0498,East,Road,Carrier C,Sep,50,634.4,2.36,503.15,0.0,2.732205426324817,1
S0499,South,Air,Carrier B,Jun,73,874.3,2.11,1459.94,0.0,2.4242414755617845,1
S0500,South,Road,Carrier C,May,65,511.4,2.35,429.29,0.0,3.212113701131224,1
